Emotions,Paths
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-06-02-02-01-06.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-06-02-02-02-06.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-07-01-01-01-06.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-07-01-01-02-06.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-07-01-02-01-06.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-07-01-02-02-06.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-07-02-01-01-06.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-07-02-01-02-06.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-07-02-02-01-06.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-07-02-02-02-06.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-08-01-01-01-06.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-08-01-01-02-06.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-08-01-02-01-06.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-08-01-02-02-06.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-08-02-01-01-06.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-08-02-01-02-06.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-08-02-02-01-06.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_06//03-01-08-02-02-02-06.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-01-01-01-01-07.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-01-01-01-02-07.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-01-01-02-01-07.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-01-01-02-02-07.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-02-01-01-01-07.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-02-01-01-02-07.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-02-01-02-01-07.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-02-01-02-02-07.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-02-02-01-01-07.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-02-02-01-02-07.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-02-02-02-01-07.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-02-02-02-02-07.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-03-01-01-01-07.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-03-01-01-02-07.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-03-01-02-01-07.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-03-01-02-02-07.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-03-02-01-01-07.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-03-02-01-02-07.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-03-02-02-01-07.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-03-02-02-02-07.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-04-01-01-01-07.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-04-01-01-02-07.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-04-01-02-01-07.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-04-01-02-02-07.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-04-02-01-01-07.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-04-02-01-02-07.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-04-02-02-01-07.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-04-02-02-02-07.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-05-01-01-01-07.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-05-01-01-02-07.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-05-01-02-01-07.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-05-01-02-02-07.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-05-02-01-01-07.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-05-02-01-02-07.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-05-02-02-01-07.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-05-02-02-02-07.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-06-01-01-01-07.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-06-01-01-02-07.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-06-01-02-01-07.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-06-01-02-02-07.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-06-02-01-01-07.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-06-02-01-02-07.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-06-02-02-01-07.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-06-02-02-02-07.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-07-01-01-01-07.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-07-01-01-02-07.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-07-01-02-01-07.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-07-01-02-02-07.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-07-02-01-01-07.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-07-02-01-02-07.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-07-02-02-01-07.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-07-02-02-02-07.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-08-01-01-01-07.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-08-01-01-02-07.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-08-01-02-01-07.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-08-01-02-02-07.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-08-02-01-01-07.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-08-02-01-02-07.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-08-02-02-01-07.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_07//03-01-08-02-02-02-07.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-01-01-01-01-08.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-01-01-01-02-08.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-01-01-02-01-08.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-01-01-02-02-08.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-02-01-01-01-08.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-02-01-01-02-08.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-02-01-02-01-08.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-02-01-02-02-08.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-02-02-01-01-08.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-02-02-01-02-08.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-02-02-02-01-08.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-02-02-02-02-08.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-03-01-01-01-08.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-03-01-01-02-08.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-03-01-02-01-08.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-03-01-02-02-08.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-03-02-01-01-08.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-03-02-01-02-08.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-03-02-02-01-08.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-03-02-02-02-08.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-04-01-01-01-08.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-04-01-01-02-08.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-04-01-02-01-08.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-04-01-02-02-08.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-04-02-01-01-08.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-04-02-01-02-08.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-04-02-02-01-08.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-04-02-02-02-08.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-05-01-01-01-08.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-05-01-01-02-08.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-05-01-02-01-08.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-05-01-02-02-08.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-05-02-01-01-08.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-05-02-01-02-08.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-05-02-02-01-08.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-05-02-02-02-08.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-06-01-01-01-08.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-06-01-01-02-08.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-06-01-02-01-08.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-06-01-02-02-08.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-06-02-01-01-08.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-06-02-01-02-08.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-06-02-02-01-08.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-06-02-02-02-08.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-07-01-01-01-08.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-07-01-01-02-08.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-07-01-02-01-08.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-07-01-02-02-08.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-07-02-01-01-08.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-07-02-01-02-08.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-07-02-02-01-08.wav
disgust,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-07-02-02-02-08.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-08-01-01-01-08.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-08-01-01-02-08.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-08-01-02-01-08.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-08-01-02-02-08.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-08-02-01-01-08.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-08-02-01-02-08.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-08-02-02-01-08.wav
surprised,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_08//03-01-08-02-02-02-08.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-01-01-01-01-09.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-01-01-01-02-09.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-01-01-02-01-09.wav
neutral,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-01-01-02-02-09.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-02-01-01-01-09.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-02-01-01-02-09.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-02-01-02-01-09.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-02-01-02-02-09.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-02-02-01-01-09.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-02-02-01-02-09.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-02-02-02-01-09.wav
calm,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-02-02-02-02-09.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-03-01-01-01-09.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-03-01-01-02-09.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-03-01-02-01-09.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-03-01-02-02-09.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-03-02-01-01-09.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-03-02-01-02-09.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-03-02-02-01-09.wav
happy,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-03-02-02-02-09.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-04-01-01-01-09.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-04-01-01-02-09.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-04-01-02-01-09.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-04-01-02-02-09.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-04-02-01-01-09.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-04-02-01-02-09.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-04-02-02-01-09.wav
sad,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-04-02-02-02-09.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-05-01-01-01-09.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-05-01-01-02-09.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-05-01-02-01-09.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-05-01-02-02-09.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-05-02-01-01-09.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-05-02-01-02-09.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-05-02-02-01-09.wav
angry,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-05-02-02-02-09.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-06-01-01-01-09.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-06-01-01-02-09.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-06-01-02-01-09.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-06-01-02-02-09.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-06-02-01-01-09.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-06-02-01-02-09.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-06-02-02-01-09.wav
fearful,C:/Users/hp/Downloads/Speech-Emotion-Recognization-master/Speech-Emotion-Recognization-master/dataset/Actor_09//03-01-06-02-02-02-09.wav
